state,constituency,candidate,party,party_normalized,alliance,votes,vote_share,total_votes,turnout,is_winner,position,margin,margin_pct,year
Uttar Pradesh,Uttar Pradesh PC 6,Candidate 2 (INC),INC,INC,UPA,177852,28.22,630130,66.3,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 6,Candidate 3 (OTH),OTH,OTH,,137006,21.74,630130,69.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 6,Candidate 4 (SP),SP,SP,,80209,12.73,630130,70.7,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 7,Candidate 1 (BJP),BJP,BJP,NDA,293060,29.71,986250,69.6,True,1,18729,1.9,2014
Uttar Pradesh,Uttar Pradesh PC 7,Candidate 2 (BSP),BSP,BSP,,274331,27.82,986250,55.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 7,Candidate 3 (INC),INC,INC,UPA,183702,18.63,986250,68.2,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 7,Candidate 4 (JDU),JDU,JDU,,152108,15.42,986250,73.8,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 7,Candidate 5 (BRS),BRS,BRS,,83047,8.42,986250,60.7,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 8,Candidate 1 (BJP),BJP,BJP,NDA,233531,35.01,667128,67.4,True,1,31028,4.65,2014
Uttar Pradesh,Uttar Pradesh PC 8,Candidate 2 (OTH),OTH,OTH,,202503,30.35,667128,70.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 8,Candidate 3 (INC),INC,INC,UPA,112452,16.86,667128,74.4,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 8,Candidate 4 (TMC),TMC,TMC,,59680,8.95,667128,59.0,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 8,Candidate 5 (SP),SP,SP,,58960,8.84,667128,65.2,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 9,Candidate 1 (BRS),BRS,BRS,,467684,42.81,1092399,69.8,True,1,144323,13.21,2014
Uttar Pradesh,Uttar Pradesh PC 9,Candidate 2 (INC),INC,INC,UPA,323361,29.6,1092399,73.7,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 9,Candidate 3 (BJP),BJP,BJP,NDA,152625,13.97,1092399,68.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 9,Candidate 4 (TDP),TDP,TDP,NDA,148727,13.61,1092399,60.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 10,Candidate 1 (TDP),TDP,TDP,NDA,249498,31.9,782180,67.2,True,1,7767,0.99,2014
Uttar Pradesh,Uttar Pradesh PC 10,Candidate 2 (INC),INC,INC,UPA,241731,30.9,782180,68.4,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 10,Candidate 3 (AIADMK),AIADMK,AIADMK,,109978,14.06,782180,68.1,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 10,Candidate 4 (BJP),BJP,BJP,NDA,96683,12.36,782180,73.1,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 10,Candidate 5 (BRS),BRS,BRS,,84287,10.78,782180,72.3,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 11,Candidate 1 (BRS),BRS,BRS,,370803,37.91,978179,63.6,True,1,89459,9.15,2014
Uttar Pradesh,Uttar Pradesh PC 11,Candidate 2 (INC),INC,INC,UPA,281344,28.76,978179,64.1,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 11,Candidate 3 (BSP),BSP,BSP,,178019,18.2,978179,65.9,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 11,Candidate 4 (BJP),BJP,BJP,NDA,148011,15.13,978179,66.9,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 12,Candidate 1 (BJP),BJP,BJP,NDA,373692,40.93,913070,69.8,True,1,165543,18.13,2014
Uttar Pradesh,Uttar Pradesh PC 12,Candidate 2 (AIADMK),AIADMK,AIADMK,,208149,22.8,913070,68.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 12,Candidate 3 (INC),INC,INC,UPA,161004,17.63,913070,56.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 12,Candidate 4 (TMC),TMC,TMC,,128915,14.12,913070,73.6,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 12,Candidate 5 (JDU),JDU,JDU,,41308,4.52,913070,63.0,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 13,Candidate 1 (BJP),BJP,BJP,NDA,261902,40.03,654199,72.8,True,1,7820,1.2,2014
Uttar Pradesh,Uttar Pradesh PC 13,Candidate 2 (OTH),OTH,OTH,,254082,38.84,654199,59.9,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 13,Candidate 3 (TMC),TMC,TMC,,109016,16.66,654199,68.8,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 13,Candidate 4 (BSP),BSP,BSP,,29196,4.46,654199,73.1,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 14,Candidate 1 (BJP),BJP,BJP,NDA,305991,44.7,684546,65.1,True,1,150834,22.03,2014
Uttar Pradesh,Uttar Pradesh PC 14,Candidate 2 (TMC),TMC,TMC,,155157,22.67,684546,56.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 14,Candidate 3 (JDU),JDU,JDU,,133114,19.45,684546,77.3,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 14,Candidate 4 (OTH),OTH,OTH,,90282,13.19,684546,55.9,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 15,Candidate 1 (TMC),TMC,TMC,,276928,24.65,1123353,70.0,True,1,18899,1.68,2014
Uttar Pradesh,Uttar Pradesh PC 15,Candidate 2 (BJP),BJP,BJP,NDA,258029,22.97,1123353,66.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 15,Candidate 3 (OTH),OTH,OTH,,221190,19.69,1123353,69.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 15,Candidate 4 (INC),INC,INC,UPA,215171,19.15,1123353,73.6,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 15,Candidate 5 (BRS),BRS,BRS,,152033,13.53,1123353,56.3,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 16,Candidate 1 (BJP),BJP,BJP,NDA,290410,37.67,770913,56.0,True,1,9092,1.18,2014
Uttar Pradesh,Uttar Pradesh PC 16,Candidate 2 (INC),INC,INC,UPA,281318,36.49,770913,55.6,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 16,Candidate 3 (SP),SP,SP,,163800,21.25,770913,56.6,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 16,Candidate 4 (TMC),TMC,TMC,,35383,4.59,770913,70.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 17,Candidate 1 (OTH),OTH,OTH,,243185,60.38,402777,65.2,True,1,120048,29.81,2014
Uttar Pradesh,Uttar Pradesh PC 17,Candidate 2 (AIADMK),AIADMK,AIADMK,,123137,30.57,402777,57.7,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 17,Candidate 3 (BJP),BJP,BJP,NDA,36454,9.05,402777,75.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 18,Candidate 1 (AIADMK),AIADMK,AIADMK,,429046,38.58,1111977,59.1,True,1,99331,8.93,2014
Uttar Pradesh,Uttar Pradesh PC 18,Candidate 2 (BJP),BJP,BJP,NDA,329715,29.65,1111977,67.3,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 18,Candidate 3 (IND),IND,IND,,245679,22.09,1111977,77.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 18,Candidate 4 (OTH),OTH,OTH,,107535,9.67,1111977,65.0,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 19,Candidate 1 (BJP),BJP,BJP,NDA,196119,37.46,523592,55.2,True,1,11636,2.22,2014
Uttar Pradesh,Uttar Pradesh PC 19,Candidate 2 (TDP),TDP,TDP,NDA,184483,35.23,523592,56.5,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 19,Candidate 3 (OTH),OTH,OTH,,142988,27.31,523592,67.8,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 20,Candidate 1 (IND),IND,IND,,471921,39.7,1188734,75.2,True,1,94971,7.99,2014
Uttar Pradesh,Uttar Pradesh PC 20,Candidate 2 (BJP),BJP,BJP,NDA,376950,31.71,1188734,64.1,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 20,Candidate 3 (OTH),OTH,OTH,,251649,21.17,1188734,68.6,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 20,Candidate 4 (INC),INC,INC,UPA,88212,7.42,1188734,75.4,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 21,Candidate 1 (INC),INC,INC,UPA,218447,24.39,895755,61.4,True,1,22701,2.53,2014
Uttar Pradesh,Uttar Pradesh PC 21,Candidate 2 (OTH),OTH,OTH,,195746,21.85,895755,73.9,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 21,Candidate 3 (BSP),BSP,BSP,,194984,21.77,895755,55.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 21,Candidate 4 (BRS),BRS,BRS,,151605,16.92,895755,70.8,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 21,Candidate 5 (SP),SP,SP,,134970,15.07,895755,66.6,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 22,Candidate 1 (BJP),BJP,BJP,NDA,476630,55.99,851222,70.3,True,1,326898,38.4,2014
Uttar Pradesh,Uttar Pradesh PC 22,Candidate 2 (DMK),DMK,DMK,,149732,17.59,851222,76.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 22,Candidate 3 (INC),INC,INC,UPA,129426,15.2,851222,58.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 22,Candidate 4 (OTH),OTH,OTH,,95432,11.21,851222,59.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 23,Candidate 1 (BJP),BJP,BJP,NDA,396754,36.65,1082601,55.4,True,1,36426,3.36,2014
Uttar Pradesh,Uttar Pradesh PC 23,Candidate 2 (OTH),OTH,OTH,,360328,33.28,1082601,59.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 23,Candidate 3 (BRS),BRS,BRS,,259358,23.96,1082601,56.2,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 23,Candidate 4 (TDP),TDP,TDP,NDA,66158,6.11,1082601,70.6,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 24,Candidate 1 (BJP),BJP,BJP,NDA,309629,27.35,1132075,65.8,True,1,52433,4.63,2014
Uttar Pradesh,Uttar Pradesh PC 24,Candidate 2 (OTH),OTH,OTH,,257196,22.72,1132075,61.7,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 24,Candidate 3 (JDU),JDU,JDU,,248791,21.98,1132075,70.1,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 24,Candidate 4 (TMC),TMC,TMC,,185124,16.35,1132075,75.7,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 24,Candidate 5 (INC),INC,INC,UPA,131332,11.6,1132075,74.2,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 25,Candidate 1 (BJP),BJP,BJP,NDA,312175,56.33,554156,77.7,True,1,143793,25.95,2014
Uttar Pradesh,Uttar Pradesh PC 25,Candidate 2 (TMC),TMC,TMC,,168382,30.39,554156,56.9,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 25,Candidate 3 (OTH),OTH,OTH,,73598,13.28,554156,72.9,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 26,Candidate 1 (INC),INC,INC,UPA,282499,40.8,692377,65.0,True,1,63030,9.1,2014
Uttar Pradesh,Uttar Pradesh PC 26,Candidate 2 (BJP),BJP,BJP,NDA,219469,31.7,692377,66.7,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 26,Candidate 3 (TDP),TDP,TDP,NDA,155345,22.44,692377,74.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 26,Candidate 4 (TMC),TMC,TMC,,35061,5.06,692377,59.2,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 27,Candidate 1 (AIADMK),AIADMK,AIADMK,,157801,37.06,425756,57.1,True,1,50612,11.89,2014
Uttar Pradesh,Uttar Pradesh PC 27,Candidate 2 (TMC),TMC,TMC,,107189,25.18,425756,67.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 27,Candidate 3 (BRS),BRS,BRS,,76776,18.03,425756,55.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 27,Candidate 4 (SP),SP,SP,,59029,13.86,425756,73.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 27,Candidate 5 (BJP),BJP,BJP,NDA,24958,5.86,425756,71.1,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 1 (BRS),BRS,BRS,,133163,21.23,627262,64.8,True,1,15527,2.48,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 2 (IND),IND,IND,,117636,18.75,627262,60.1,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 3 (SP),SP,SP,,114582,18.27,627262,77.3,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 4 (OTH),OTH,OTH,,109610,17.47,627262,59.1,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 5 (DMK),DMK,DMK,,77028,12.28,627262,57.1,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 28,Candidate 6 (BJP),BJP,BJP,NDA,75239,11.99,627262,56.0,False,6,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 29,Candidate 1 (BJP),BJP,BJP,NDA,295174,38.96,757676,69.9,True,1,44026,5.81,2014
Uttar Pradesh,Uttar Pradesh PC 29,Candidate 2 (OTH),OTH,OTH,,251148,33.15,757676,66.5,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 29,Candidate 3 (INC),INC,INC,UPA,211352,27.89,757676,67.0,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 30,Candidate 1 (SP),SP,SP,,206100,41.71,494075,60.1,True,1,25290,5.12,2014
Uttar Pradesh,Uttar Pradesh PC 30,Candidate 2 (BJP),BJP,BJP,NDA,180810,36.6,494075,69.1,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 30,Candidate 3 (OTH),OTH,OTH,,42080,8.52,494075,66.1,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 30,Candidate 4 (DMK),DMK,DMK,,41753,8.45,494075,55.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 30,Candidate 5 (INC),INC,INC,UPA,23330,4.72,494075,74.0,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 31,Candidate 1 (TMC),TMC,TMC,,401786,36.37,1104625,65.0,True,1,133508,12.09,2014
Uttar Pradesh,Uttar Pradesh PC 31,Candidate 2 (OTH),OTH,OTH,,268278,24.29,1104625,78.0,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 31,Candidate 3 (BJP),BJP,BJP,NDA,188885,17.1,1104625,72.1,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 31,Candidate 4 (AIADMK),AIADMK,AIADMK,,181084,16.39,1104625,73.1,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 31,Candidate 5 (BRS),BRS,BRS,,64591,5.85,1104625,59.6,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 32,Candidate 1 (BJP),BJP,BJP,NDA,250933,35.02,716570,73.9,True,1,25288,3.53,2014
Uttar Pradesh,Uttar Pradesh PC 32,Candidate 2 (BRS),BRS,BRS,,225645,31.49,716570,61.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 32,Candidate 3 (INC),INC,INC,UPA,134809,18.81,716570,57.6,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 32,Candidate 4 (TMC),TMC,TMC,,105181,14.68,716570,71.5,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 33,Candidate 1 (SP),SP,SP,,208164,43.34,480275,66.1,True,1,36643,7.63,2014
Uttar Pradesh,Uttar Pradesh PC 33,Candidate 2 (BJP),BJP,BJP,NDA,171521,35.71,480275,74.1,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 33,Candidate 3 (DMK),DMK,DMK,,67770,14.11,480275,70.2,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 33,Candidate 4 (INC),INC,INC,UPA,32818,6.83,480275,72.3,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 1 (DMK),DMK,DMK,,115138,22.92,502428,75.1,True,1,1680,0.33,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 2 (BRS),BRS,BRS,,113458,22.58,502428,55.7,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 3 (BJP),BJP,BJP,NDA,88335,17.58,502428,58.5,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 4 (AIADMK),AIADMK,AIADMK,,79043,15.73,502428,76.6,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 5 (TMC),TMC,TMC,,62201,12.38,502428,76.5,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 34,Candidate 6 (OTH),OTH,OTH,,44249,8.81,502428,71.0,False,6,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 35,Candidate 1 (BJP),BJP,BJP,NDA,604527,57.7,1047689,61.5,True,1,289859,27.67,2014
Uttar Pradesh,Uttar Pradesh PC 35,Candidate 2 (BRS),BRS,BRS,,314668,30.03,1047689,77.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 35,Candidate 3 (INC),INC,INC,UPA,128493,12.26,1047689,75.3,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 36,Candidate 1 (INC),INC,INC,UPA,265433,35.11,756064,71.3,True,1,4523,0.6,2014
Uttar Pradesh,Uttar Pradesh PC 36,Candidate 2 (BRS),BRS,BRS,,260910,34.51,756064,73.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 36,Candidate 3 (BJP),BJP,BJP,NDA,229719,30.38,756064,74.6,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 37,Candidate 1 (SP),SP,SP,,191052,26.66,716684,72.3,True,1,20109,2.81,2014
Uttar Pradesh,Uttar Pradesh PC 37,Candidate 2 (TDP),TDP,TDP,NDA,170943,23.85,716684,58.9,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 37,Candidate 3 (BJP),BJP,BJP,NDA,144853,20.21,716684,66.1,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 37,Candidate 4 (OTH),OTH,OTH,,123305,17.2,716684,68.7,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 37,Candidate 5 (IND),IND,IND,,86528,12.07,716684,71.3,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 38,Candidate 1 (BJP),BJP,BJP,NDA,262606,44.57,589198,67.3,True,1,17487,2.97,2014
Uttar Pradesh,Uttar Pradesh PC 38,Candidate 2 (SP),SP,SP,,245119,41.6,589198,63.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 38,Candidate 3 (JDU),JDU,JDU,,81471,13.83,589198,69.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 1 (TMC),TMC,TMC,,278657,27.11,1027936,60.5,True,1,42827,4.17,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 2 (BJP),BJP,BJP,NDA,235830,22.94,1027936,76.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 3 (DMK),DMK,DMK,,232941,22.66,1027936,72.2,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 4 (SP),SP,SP,,162049,15.76,1027936,64.8,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 5 (BSP),BSP,BSP,,74358,7.23,1027936,60.3,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 39,Candidate 6 (OTH),OTH,OTH,,44097,4.29,1027936,59.6,False,6,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 40,Candidate 1 (INC),INC,INC,UPA,305017,30.23,1008914,65.4,True,1,19775,1.96,2014
Uttar Pradesh,Uttar Pradesh PC 40,Candidate 2 (IND),IND,IND,,285242,28.27,1008914,64.0,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 40,Candidate 3 (TDP),TDP,TDP,NDA,216481,21.46,1008914,71.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 40,Candidate 4 (BJP),BJP,BJP,NDA,150672,14.93,1008914,73.3,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 40,Candidate 5 (SP),SP,SP,,51499,5.1,1008914,65.1,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 41,Candidate 1 (BJP),BJP,BJP,NDA,455890,45.51,1001711,77.3,True,1,182299,18.2,2014
Uttar Pradesh,Uttar Pradesh PC 41,Candidate 2 (SP),SP,SP,,273591,27.31,1001711,68.8,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 41,Candidate 3 (INC),INC,INC,UPA,122661,12.25,1001711,74.5,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 41,Candidate 4 (OTH),OTH,OTH,,79520,7.94,1001711,70.4,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 41,Candidate 5 (BRS),BRS,BRS,,70046,6.99,1001711,73.8,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 42,Candidate 1 (BJP),BJP,BJP,NDA,372762,33.54,1111460,75.1,True,1,106969,9.62,2014
Uttar Pradesh,Uttar Pradesh PC 42,Candidate 2 (AIADMK),AIADMK,AIADMK,,265793,23.91,1111460,63.0,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 42,Candidate 3 (TDP),TDP,TDP,NDA,231027,20.79,1111460,72.4,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 42,Candidate 4 (SP),SP,SP,,134026,12.06,1111460,61.0,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 42,Candidate 5 (BSP),BSP,BSP,,107849,9.7,1111460,72.3,False,5,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 43,Candidate 1 (TMC),TMC,TMC,,373607,36.4,1026407,68.4,True,1,7887,0.77,2014
Uttar Pradesh,Uttar Pradesh PC 43,Candidate 2 (DMK),DMK,DMK,,365720,35.63,1026407,59.2,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 43,Candidate 3 (BJP),BJP,BJP,NDA,287079,27.97,1026407,75.9,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 44,Candidate 1 (AIADMK),AIADMK,AIADMK,,264200,37.12,711776,64.1,True,1,76191,10.7,2014
Uttar Pradesh,Uttar Pradesh PC 44,Candidate 2 (JDU),JDU,JDU,,188009,26.41,711776,70.9,False,2,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 44,Candidate 3 (DMK),DMK,DMK,,136226,19.14,711776,57.7,False,3,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 44,Candidate 4 (BJP),BJP,BJP,NDA,123339,17.33,711776,70.9,False,4,0,0,2014
Uttar Pradesh,Uttar Pradesh PC 45,Candidate 1 (INC),INC,INC,UPA,296542,40.56,731053,57.2,True,1,73945,10.11,2014
Uttar Pradesh,Uttar Pradesh PC 45,Candidate 2 (SP),SP,SP,,222597,30.45,731053,74.7,False,2,0,0,2014
